"anio","Cod municipio","Cod comunidad","Comunidad Aut","Cod provincia","Provincia","Municipio","total Paro Registrado","Paro hombre edad < 25","Paro hombre edad 25 -45","Paro hombre edad >=45","Paro mujer edad < 25","Paro mujer edad 25 -45","Paro mujer edad >=45","Paro Agricultura","Paro Industria","Paro Construcción","Paro Servicios","Paro Sin empleo Anterior","total Paro Registrado_min","Cod min_mes","total Paro Registrado_max","Cod max_mes"
"2011","01014",16,"País Vasco",1,"Araba/Álava","Berantevilla",12.08,0.33,1.33,3.08,0.17,6.25,0.92,2.75,2.92,0.92,5.5,0,9,"07",15,"02"
"2011","01016",16,"País Vasco",1,"Araba/Álava","Bernedo",15.42,1.33,5,4.75,0.42,2.67,1.25,0.58,3.83,2.58,7.58,0.83,13,"10",18,"11"
"2011","01017",16,"País Vasco",1,"Araba/Álava","Campezo/Kanpezu",66,3,18.75,16.25,0,17.5,10.5,3.92,22.5,3.5,32.33,3.75,55,"01",81,"12"
"2011","01018",16,"País Vasco",1,"Araba/Álava","Zigoitia",64.5,3.67,10.58,16.67,2.83,14.5,16.25,0.08,18.17,4.25,40.08,1.92,59,"07",73,"08"
"2011","01019",16,"País Vasco",1,"Araba/Álava","Kripan",2.33,0,1.08,1.08,0,0.17,0,0,1.08,0,1.25,0,1,"09",3,"02"
"2011","01020",16,"País Vasco",1,"Araba/Álava","Kuartango",12.67,0,3.42,5.33,0.25,2.83,0.83,0,4.5,1.25,6.17,0.75,10,"06",15,"02"
"2011","01021",16,"País Vasco",1,"Araba/Álava","Elburgo/Burgelu",16.08,0.42,3.58,2.75,1.92,3.58,3.83,0,3.83,1.5,10,0.75,12,"09",23,"02"
"2011","01022",16,"País Vasco",1,"Araba/Álava","Elciego",53.25,1.58,18.58,7.92,0.42,18.25,6.5,13.83,10.83,6.08,21.83,0.67,40,"09",63,"04"
"2011","01023",16,"País Vasco",1,"Araba/Álava","Elvillar/Bilar",8.08,0.58,2.83,0,1,2.58,1.08,1.33,0.75,0.5,3.83,1.67,3,"09",11,"03"
"2011","01027",16,"País Vasco",1,"Araba/Álava","Iruraiz-Gauna",19.75,1.5,4.75,3.08,1,5.75,3.67,0,3.33,2.08,12.92,1.42,14,"06",25,"01"
"2011","01028",16,"País Vasco",1,"Araba/Álava","Labastida/Bastida",92.17,7.08,21.25,15.92,11.92,25.58,10.42,24.33,12.92,9.5,38.5,6.92,72,"09",107,"12"
"2011","01030",16,"País Vasco",1,"Araba/Álava","Lagrán",3.25,0.58,1,0.83,0,0.5,0.33,0,0.67,0.83,1.75,0,1,"09",6,"01"
"2011","01031",16,"País Vasco",1,"Araba/Álava","Laguardia",78.25,7.83,21.67,15.17,2.33,18.67,12.58,5.5,16.83,8.58,44,3.33,68,"08",91,"02"
"2011","01032",16,"País Vasco",1,"Araba/Álava","Lanciego/Lantziego",28.58,1.42,7.08,6.08,1.83,8.5,3.67,3.08,9.5,4.33,8.33,3.33,24,"09",35,"12"
"2011","01033",16,"País Vasco",1,"Araba/Álava","Lapuebla de Labarca",38.25,1.58,8.25,7.67,1.25,9,10.5,8.92,7.75,2.42,17.33,1.83,29,"09",44,"03"
"2011","01034",16,"País Vasco",1,"Araba/Álava","Leza",7.83,0,2.08,3.42,0.33,1.58,0.42,1.5,2.17,0.58,3.58,0,6,"04",11,"11"
"2011","01036",16,"País Vasco",1,"Araba/Álava","Laudio/Llodio",1233.42,68.75,319.83,174.17,46.42,347.58,276.67,22.67,226.75,93.58,799.25,91.17,1158,"01",1288,"04"
"2011","01037",16,"País Vasco",1,"Araba/Álava","Arraia-Maeztu",38.75,1.17,9.33,9.5,1.33,8.58,8.83,1.92,13.58,1.58,21.17,0.5,36,"02",44,"11"
"2011","01039",16,"País Vasco",1,"Araba/Álava","Moreda de Álava/Moreda Araba",10.83,0.58,3.67,2.42,0.42,2.58,1.17,0.25,3.42,2.5,4.25,0.42,8,"07",13,"01"
"2011","01041",16,"País Vasco",1,"Araba/Álava","Navaridas",2.67,0,0.25,0.83,0.33,0.33,0.92,0.92,0.33,0,1.42,0,1,"01",5,"12"
"2011","01042",16,"País Vasco",1,"Araba/Álava","Okondo",67.67,4.42,14.5,13.33,3.17,22.92,9.33,0.42,13,7.75,43.92,2.58,61,"02",78,"09"
"2011","01043",16,"País Vasco",1,"Araba/Álava","Oyón-Oion",287.58,18.75,90.25,44.17,13.58,77.92,42.92,33.58,66.83,36.83,117.83,32.5,244,"09",310,"12"
"2011","01044",16,"País Vasco",1,"Araba/Álava","Peñacerrada-Urizaharra",7.42,0,1.25,3.42,0.75,0.17,1.83,0.17,1.92,2,3.08,0.25,6,"06",9,"03"
"2011","01046",16,"País Vasco",1,"Araba/Álava","Erriberagoitia/Ribera Alta",26.5,1.25,8.25,4.42,0.67,7,4.92,0.42,3.08,3.08,18.17,1.75,22,"06",37,"12"
"2011","01047",16,"País Vasco",1,"Araba/Álava","Ribera Baja/Erribera Beitia",60,7,16.42,7.17,1.42,20.33,7.67,1.17,8.75,12.17,34.08,3.83,48,"01",77,"11"
"2011","01049",16,"País Vasco",1,"Araba/Álava","Añana",4.17,0,1.33,0,0,1.75,1.08,0.08,1.67,0,2.42,0,2,"01",5,"02"
"2011","01051",16,"País Vasco",1,"Araba/Álava","Salvatierra/Agurain",446.92,26.17,101.83,71,22.83,136.92,88.17,13,123.08,32.08,233.42,45.33,409,"05",479,"12"
"2011","01052",16,"País Vasco",1,"Araba/Álava","Samaniego",6.42,0.25,0.67,1.83,1,2.58,0.08,1.83,1.25,0.42,2.5,0.42,5,"01",9,"11"
"2011","01053",16,"País Vasco",1,"Araba/Álava","San Millán/Donemiliaga",21.5,1.67,4.67,2.58,0.67,7.17,4.75,0,4.92,2.67,13.33,0.58,16,"06",28,"01"
"2011","01054",16,"País Vasco",1,"Araba/Álava","Urkabustaiz",76.75,2.75,20.33,15.92,1.42,25.33,11,3.25,11.5,6.33,48.67,7,70,"06",86,"03"
"2011","01055",16,"País Vasco",1,"Araba/Álava","Valdegovía/Gaubea",50.08,3.08,8.17,15.42,0.58,13.92,8.92,1.42,7.92,6.75,32.83,1.17,37,"09",65,"03"
"2011","01056",16,"País Vasco",1,"Araba/Álava","Harana/Valle de Arana",11,0,3,6.58,0.5,0.92,0,0,4.58,1.67,4.75,0,10,"01",13,"05"
"2011","01057",16,"País Vasco",1,"Araba/Álava","Villabuena de Álava/Eskuernaga",10.42,0.42,3.58,0.42,1.83,2.58,1.58,0.83,4.33,0,4.08,1.17,8,"09",13,"01"
"2011","01058",16,"País Vasco",1,"Araba/Álava","Legutio",116.08,4.75,33.33,24.08,4.75,29.92,19.25,1.75,23.33,13.25,65.83,11.92,107,"01",126,"04"
"2011","01059",16,"País Vasco",1,"Araba/Álava","Vitoria-Gasteiz",17684.67,863,4836.58,2768.83,735.33,4810.08,3670.83,318,2642.83,2188.5,11032.75,1502.58,16860,"07",20043,"03"
"2011","01060",16,"País Vasco",1,"Araba/Álava","Yécora/Iekora",6.08,0,1.67,0,0.33,2.83,1.25,0.33,1.08,0.67,3.08,0.92,4,"07",8,"10"
"2011","01061",16,"País Vasco",1,"Araba/Álava","Zalduondo",8.25,0.17,1.25,1.25,0,4.42,1.17,0,0.92,0.08,7,0.25,5,"05",11,"11"
"2011","01062",16,"País Vasco",1,"Araba/Álava","Zambrana",18.5,0.33,6.08,4.25,1.25,3.67,2.92,1.33,1.42,4.92,8.92,1.92,15,"01",25,"12"
"2011","01063",16,"País Vasco",1,"Araba/Álava","Zuia",78.5,1.67,17,29.33,1.5,17.42,11.58,0,23.83,6.25,46.67,1.75,64,"11",91,"03"
"2011","01901",16,"País Vasco",1,"Araba/Álava","Iruña Oka/Iruña de Oca",206.25,10.75,48.92,28.33,8.83,69,40.42,2.25,32.25,14.17,139.75,17.83,190,"12",217,"02"
"2011","01902",16,"País Vasco",1,"Araba/Álava","Lantarón",34.5,1.5,11.33,8.58,1.92,6.75,4.42,0.58,8.08,1.42,22.33,2.08,28,"05",41,"10"
"2011","02001",8,"Castilla - La Mancha",2,"Albacete","Abengibre",60.75,4.33,11.92,10.08,2.58,18.75,13.08,12.83,9.67,1.92,31.83,4.5,47,"07",68,"04"
"2011","02002",8,"Castilla - La Mancha",2,"Albacete","Alatoz",68.67,4.42,7.75,19.17,1.17,18.5,17.67,3.92,2.58,43.25,16.67,2.25,58,"01",74,"10"
"2011","02003",8,"Castilla - La Mancha",2,"Albacete","Albacete",17168.08,1273.25,4421.75,2451.33,1114.75,4957.33,2949.67,672.08,1694.58,2384.58,10725.83,1691,16204,"07",17878,"12"
"2011","02004",8,"Castilla - La Mancha",2,"Albacete","Albatana",74.83,4.92,9.83,13.25,3.67,16,27.17,6.83,8.25,10.33,46.25,3.17,69,"09",81,"12"
"2011","02005",8,"Castilla - La Mancha",2,"Albacete","Alborea",89.08,7.42,26.17,11.17,4.33,26.17,13.83,14.08,7.5,13.92,46.92,6.67,65,"09",104,"01"
"2011","02006",8,"Castilla - La Mancha",2,"Albacete","Alcadozo",113,9.5,14.75,18,8.75,34.25,27.75,1.58,3.58,21.25,76.67,9.92,102,"06",124,"12"
"2011","02007",8,"Castilla - La Mancha",2,"Albacete","Alcalá del Júcar",116,6.08,23.17,38.08,6,19.92,22.75,3.08,10.58,10.67,87.25,4.42,110,"01",129,"12"
"2011","02008",8,"Castilla - La Mancha",2,"Albacete","Alcaraz",178.25,15.08,37.75,37.5,11.67,36.5,39.75,15,13.33,15.83,126.92,7.17,170,"08",194,"02"
"2011","02009",8,"Castilla - La Mancha",2,"Albacete","Almansa",3213.75,194.58,673.5,482.58,188.5,811.92,862.67,86.5,914.08,267.92,1602.58,342.67,3074,"07",3334,"01"
"2011","02010",8,"Castilla - La Mancha",2,"Albacete","Alpera",279.5,19.5,45.08,51.25,21.92,75.5,66.25,21.33,60.08,31.83,137.67,28.58,262,"09",304,"04"
"2011","02011",8,"Castilla - La Mancha",2,"Albacete","Ayna",60.17,6,11.92,15.75,0.5,12.5,13.5,2.92,4.33,25.67,23.58,3.67,55,"12",66,"01"
"2011","02012",8,"Castilla - La Mancha",2,"Albacete","Balazote",300.08,22,43.25,42.58,23.5,116.33,52.42,17.92,35.08,54.33,181.5,11.25,239,"07",338,"03"
"2011","02013",8,"Castilla - La Mancha",2,"Albacete","Balsa de Ves",15.75,0.42,5,2.92,1.08,3.92,2.42,3.17,0,1.08,10.08,1.42,11,"09",20,"02"
"2011","02014",8,"Castilla - La Mancha",2,"Albacete","Ballestero, El",40.92,1.67,4.33,7.42,1.92,10.17,15.42,1.58,3.83,3.17,28.17,4.17,33,"08",52,"03"
"2011","02015",8,"Castilla - La Mancha",2,"Albacete","Barrax",303.33,17.75,50.17,31.25,17.92,124.67,61.58,21.67,49.67,27.92,186.83,17.25,279,"06",346,"12"
"2011","02016",8,"Castilla - La Mancha",2,"Albacete","Bienservida",111.25,5.08,16.83,25.08,8.42,33.33,22.5,11.92,6.58,17.75,68.58,6.42,95,"07",127,"03"
"2011","02017",8,"Castilla - La Mancha",2,"Albacete","Bogarra",140.58,10.92,19.5,26.92,3.5,29.33,50.42,11.08,10.08,82.58,34.92,1.92,127,"01",162,"10"
"2011","02018",8,"Castilla - La Mancha",2,"Albacete","Bonete",109.92,9.42,22.33,21.17,7.17,20.08,29.75,11.92,21.42,16.42,51.83,8.33,93,"01",123,"10"
"2011","02019",8,"Castilla - La Mancha",2,"Albacete","Bonillo, El",321,20.5,42.67,47.25,11.58,102.33,96.67,29.75,18.17,175,77.92,20.17,300,"08",343,"12"
"2011","02020",8,"Castilla - La Mancha",2,"Albacete","Carcelén",51.92,3.42,10.17,9,3.08,15.83,10.42,5.83,0.08,14.83,27.25,3.92,49,"01",57,"03"
"2011","02021",8,"Castilla - La Mancha",2,"Albacete","Casas de Juan Núñez",161.25,12.83,30.58,23.58,10.83,53.33,30.08,14,8,26.58,104.67,8,142,"07",171,"10"
"2011","02022",8,"Castilla - La Mancha",2,"Albacete","Casas de Lázaro",25.75,1.17,2.83,5.92,3.17,8.67,4,0.42,1.17,1.75,21.33,1.08,23,"08",29,"11"
"2011","02023",8,"Castilla - La Mancha",2,"Albacete","Casas de Ves",60.08,6.25,11.25,10.83,4,13.25,14.5,3.5,3.42,5.92,44.08,3.17,56,"04",68,"01"
"2011","02024",8,"Castilla - La Mancha",2,"Albacete","Casas-Ibáñez",444.58,31.42,107.5,87,18,123.25,77.42,50.5,83.17,47.33,233.25,30.33,400,"09",512,"12"
"2011","02025",8,"Castilla - La Mancha",2,"Albacete","Caudete",1423.25,93.67,301.33,252.25,89.42,403.92,282.67,62.92,221.5,257.92,716.83,164.08,1347,"05",1514,"12"
"2011","02026",8,"Castilla - La Mancha",2,"Albacete","Cenizate",156.17,16.33,33.83,21.58,6,38.33,40.08,40.5,17.08,10.25,79.92,8.42,132,"09",174,"11"
"2011","02027",8,"Castilla - La Mancha",2,"Albacete","Corral-Rubio",15.25,1.25,2.58,2.08,1.17,2.25,5.92,1.33,2.08,1.33,9.92,0.58,13,"08",17,"03"
"2011","02028",8,"Castilla - La Mancha",2,"Albacete","Cotillas",22.58,1.33,1.67,10.42,0.25,3.92,5,7.08,1,6.25,8.25,0,17,"01",27,"05"
"2011","02029",8,"Castilla - La Mancha",2,"Albacete","Chinchilla de Monte-Aragón",343.67,31.75,79.58,51.08,25.83,117.75,37.67,7.92,59,49.75,203.58,23.42,311,"07",390,"10"
"2011","02030",8,"Castilla - La Mancha",2,"Albacete","Elche de la Sierra",629.58,52.25,115.17,116.58,45.08,165.33,135.17,20.75,52.33,103.92,406.67,45.92,601,"04",672,"10"
"2011","02031",8,"Castilla - La Mancha",2,"Albacete","Férez",122.92,7.42,25.67,22.92,1.92,27.83,37.17,4,6.58,74.42,30.58,7.33,115,"09",131,"03"
"2011","02032",8,"Castilla - La Mancha",2,"Albacete","Fuensanta",32.92,2.25,12.33,5.75,1,4.75,6.83,6.67,2.33,3.58,18.67,1.67,28,"12",41,"01"
"2011","02033",8,"Castilla - La Mancha",2,"Albacete","Fuente-Álamo",316.58,16.83,66.75,61.5,17.33,89.92,64.25,46.17,36.92,36.17,167.5,29.83,296,"09",332,"08"
"2011","02034",8,"Castilla - La Mancha",2,"Albacete","Fuentealbilla",205.75,13.5,38.75,44.08,10.33,54.17,44.92,25.75,22.42,25.42,120.75,11.42,189,"06",225,"11"
"2011","02035",8,"Castilla - La Mancha",2,"Albacete","Gineta, La",270.17,24.33,63.25,38.33,13.92,87.75,42.58,10.67,52,24.25,169.08,14.17,241,"07",290,"10"
"2011","02036",8,"Castilla - La Mancha",2,"Albacete","Golosalvo",16.67,0.5,1.42,4.75,1.25,4.25,4.5,2,1.25,2.58,10.83,0,14,"01",19,"03"
"2011","02037",8,"Castilla - La Mancha",2,"Albacete","Hellín",4359.25,322.42,890.17,699.25,294.58,1275.92,876.92,349.83,638.42,675.58,2428.5,266.92,4147,"05",4671,"11"
"2011","02038",8,"Castilla - La Mancha",2,"Albacete","Herrera, La",31.33,1,4.17,3.5,3.75,7.75,11.17,2.67,2.25,2,23,1.42,26,"01",39,"04"
"2011","02039",8,"Castilla - La Mancha",2,"Albacete","Higueruela",93.75,4.83,10.42,18.42,6.33,31,22.75,9.58,12.17,5.67,59,7.33,81,"09",106,"12"
"2011","02040",8,"Castilla - La Mancha",2,"Albacete","Hoya-Gonzalo",68.33,0.42,17.17,16.58,4.92,18.92,10.33,4.58,9.17,8.58,40.33,5.67,59,"05",78,"10"
"2011","02041",8,"Castilla - La Mancha",2,"Albacete","Jorquera",40.75,2.5,7.83,10.08,0.67,10.92,8.75,2.08,5.42,18.25,14.75,0.25,36,"01",45,"10"
"2011","02042",8,"Castilla - La Mancha",2,"Albacete","Letur",176.33,9.42,19.58,50.75,6.42,35.25,54.92,11.67,5.42,24.67,123.67,10.92,165,"06",188,"11"
"2011","02043",8,"Castilla - La Mancha",2,"Albacete","Lezuza",165.25,8.83,27.67,27.17,4.83,48.67,48.08,9.92,23,19.58,101.83,10.92,149,"06",182,"12"
"2011","02044",8,"Castilla - La Mancha",2,"Albacete","Liétor",270.33,11.42,41.67,44.67,14.58,76.17,81.83,7.25,9.42,53.08,191.17,9.42,251,"02",295,"12"
"2011","02045",8,"Castilla - La Mancha",2,"Albacete","Madrigueras",581.67,38,128.42,98,26,153.83,137.42,111.58,124.67,168.58,138.83,38,535,"09",622,"02"
"2011","02046",8,"Castilla - La Mancha",2,"Albacete","Mahora",172.83,11.33,25.75,28.92,13,53.92,39.92,28.5,19.5,64.42,45.17,15.25,159,"09",187,"05"
"2011","02047",8,"Castilla - La Mancha",2,"Albacete","Masegoso",1.58,0.58,0,0,0,0.42,0.58,0,0,0,1.58,0,1,"06",2,"01"
"2011","02048",8,"Castilla - La Mancha",2,"Albacete","Minaya",142.25,10.92,23.58,23.5,9.67,42.42,32.17,15.25,17.42,73,30.83,5.75,127,"01",167,"12"
"2011","02049",8,"Castilla - La Mancha",2,"Albacete","Molinicos",103.83,7.25,14.92,22.17,4.17,20.25,35.08,4,8.08,12.92,73.42,5.42,91,"08",116,"02"
"2011","02050",8,"Castilla - La Mancha",2,"Albacete","Montalvos",2.42,0.25,0.58,0,0,0.58,1,0,0,0,2.17,0.25,2,"04",3,"01"
"2011","02051",8,"Castilla - La Mancha",2,"Albacete","Montealegre del Castillo",213.67,16.83,29.08,32.42,14,75.92,45.42,15.17,78.75,17.92,83.33,18.5,199,"02",222,"07"
"2011","02052",8,"Castilla - La Mancha",2,"Albacete","Motilleja",67.67,3.75,16.67,9.75,4.42,19.17,13.92,7.08,10.83,12.75,31.67,5.33,64,"01",73,"12"
"2011","02053",8,"Castilla - La Mancha",2,"Albacete","Munera",481.58,35.17,84.17,64.17,31.75,131.83,134.5,58.75,50.25,226.5,118.33,27.75,433,"06",534,"12"
"2011","02054",8,"Castilla - La Mancha",2,"Albacete","Navas de Jorquera",65.92,2,11.25,13.25,1.17,16.5,21.75,10.58,9.67,31.67,11.17,2.83,56,"12",72,"02"
"2011","02055",8,"Castilla - La Mancha",2,"Albacete","Nerpio",177.33,14.08,30,26,10.08,51.17,46,8.25,6.58,26.17,128.5,7.83,167,"08",189,"02"
"2011","02056",8,"Castilla - La Mancha",2,"Albacete","Ontur",248.75,20.83,60.33,47.17,11.58,66.5,42.33,29.83,28.58,88.33,86,16,227,"05",269,"12"
"2011","02057",8,"Castilla - La Mancha",2,"Albacete","Ossa de Montiel",402.5,36.42,73.92,58.33,31.42,105.33,97.08,16.33,42.67,71.25,245.42,26.83,363,"07",442,"12"
"2011","02058",8,"Castilla - La Mancha",2,"Albacete","Paterna del Madera",65.5,4.08,9,12.42,3.17,17.08,19.75,1.17,48,4.25,10.25,1.83,55,"07",78,"02"
"2011","02059",8,"Castilla - La Mancha",2,"Albacete","Peñascosa",40.67,1.67,5.75,7,2.33,6,17.92,0.92,1.67,1.67,35.33,1.08,35,"07",44,"04"
"2011","02060",8,"Castilla - La Mancha",2,"Albacete","Peñas de San Pedro",117.75,6.83,23.67,26.25,4.25,27.58,29.17,1.83,9.83,15,81.83,9.25,104,"07",133,"11"
"2011","02061",8,"Castilla - La Mancha",2,"Albacete","Pétrola",52.5,3.33,10.92,14.83,2.5,8.42,12.5,2.83,5.67,6,32.33,5.67,48,"01",59,"02"
"2011","02062",8,"Castilla - La Mancha",2,"Albacete","Povedilla",74.5,7.67,9.67,15.33,2.08,15.92,23.83,3.75,16.08,27.33,23.83,3.5,69,"06",79,"12"
"2011","02063",8,"Castilla - La Mancha",2,"Albacete","Pozohondo",204.33,12.5,27.75,30.33,13.25,54.08,66.42,9.67,19.58,17.83,144.58,12.67,192,"05",224,"12"
"2011","02064",8,"Castilla - La Mancha",2,"Albacete","Pozo-Lorente",47.75,4.25,6.25,13.5,3.58,9.33,10.83,6.67,0.92,9.33,28.33,2.5,44,"08",52,"10"
"2011","02065",8,"Castilla - La Mancha",2,"Albacete","Pozuelo",45.17,2.42,5.5,9.92,0.92,14.67,11.75,1,3.92,9.17,27.17,3.92,40,"06",53,"12"
"2011","02066",8,"Castilla - La Mancha",2,"Albacete","Recueja, La",34.33,2.08,7.83,8.17,0.67,7.42,8.17,2.92,0.42,5.92,24.42,0.67,29,"01",43,"12"
"2011","02067",8,"Castilla - La Mancha",2,"Albacete","Riópar",140.42,8.92,24.33,27.58,7,39.25,33.33,11.42,7,17.92,99.5,4.58,116,"08",158,"02"
"2011","02068",8,"Castilla - La Mancha",2,"Albacete","Robledo",40.75,5.75,7.17,6.58,5,8,8.25,3.5,2,8,26.33,0.92,37,"07",47,"10"
"2011","02069",8,"Castilla - La Mancha",2,"Albacete","Roda, La",1686.5,148.92,341.92,204.17,119.33,566.25,305.92,152.42,281.75,160.67,916.08,175.58,1626,"07",1768,"12"
"2011","02070",8,"Castilla - La Mancha",2,"Albacete","Salobre",34.67,1.5,7.92,9.92,1.42,9.75,4.17,7.92,3.42,3.5,19.08,0.75,21,"07",51,"03"
"2011","02071",8,"Castilla - La Mancha",2,"Albacete","San Pedro",140.83,9.58,26.08,20.92,5.42,40.67,38.17,2.08,7.08,29.5,96.58,5.58,120,"07",162,"02"
"2011","02072",8,"Castilla - La Mancha",2,"Albacete","Socovos",319.75,20,63.67,54.08,17.67,78,86.33,35.17,16.08,49.08,197,22.42,278,"05",357,"10"
"2011","02073",8,"Castilla - La Mancha",2,"Albacete","Tarazona de la Mancha",844.5,54,161,136,48.08,259.5,185.92,143.58,119.33,118,382.17,81.42,774,"09",916,"12"
"2011","02074",8,"Castilla - La Mancha",2,"Albacete","Tobarra",935.75,76.25,201.25,149.5,62.5,279,167.25,95.75,164,147.67,469.58,58.75,885,"06",973,"11"
"2011","02075",8,"Castilla - La Mancha",2,"Albacete","Valdeganga",203.75,12.92,47.5,45.58,6.33,54.33,37.08,14.67,18.67,76.08,82.08,12.25,180,"07",221,"01"
"2011","02076",8,"Castilla - La Mancha",2,"Albacete","Vianos",44.25,4.58,3.67,6.08,3.83,10,16.08,4,0.17,4.08,28,8,39,"11",52,"12"
"2011","02077",8,"Castilla - La Mancha",2,"Albacete","Villa de Ves",5.08,0,0.67,2.92,0.33,0.17,1,0,0.17,0.25,4.67,0,3,"01",8,"10"
"2011","02078",8,"Castilla - La Mancha",2,"Albacete","Villalgordo del Júcar",79.25,7.33,21.42,16.92,3.17,20.5,9.92,16.42,6.75,13.08,41.5,1.5,65,"01",98,"11"
"2011","02079",8,"Castilla - La Mancha",2,"Albacete","Villamalea",376.67,19.08,69.83,62.92,21.25,116.42,87.17,95.17,71.17,27.5,159.08,23.75,326,"09",400,"12"
"2011","02080",8,"Castilla - La Mancha",2,"Albacete","Villapalacios",60.5,6.33,13.58,15.25,2.08,8.17,15.08,9,3.67,6.75,39,2.08,51,"11",67,"02"
"2011","02081",8,"Castilla - La Mancha",2,"Albacete","Villarrobledo",3000.67,231,744.5,441.92,212.83,884.75,485.67,475.25,375.08,480.25,1466.67,203.42,2673,"09",3255,"12"
"2011","02082",8,"Castilla - La Mancha",2,"Albacete","Villatoya",12.5,0.75,2.58,4.92,0.08,2.33,1.83,0.75,1.5,0.67,9.58,0,10,"02",14,"06"
"2011","02083",8,"Castilla - La Mancha",2,"Albacete","Villavaliente",26,1.17,4.08,5.58,1.17,2.92,11.08,1.33,0.42,6.5,15.33,2.42,24,"08",28,"04"
"2011","02084",8,"Castilla - La Mancha",2,"Albacete","Villaverde de Guadalimar",62.5,5.83,9.25,16,6,10.33,15.08,5.08,5.08,7.92,38.83,5.58,53,"07",70,"10"
"2011","02085",8,"Castilla - La Mancha",2,"Albacete","Viveros",33.17,1.33,3.17,3.42,1.58,7.08,16.58,3.08,7.58,8.25,10.42,3.83,27,"08",39,"03"
"2011","02086",8,"Castilla - La Mancha",2,"Albacete","Yeste",403.58,21.42,69.25,104.33,14.5,89,105.08,28.67,16.17,212.33,123.75,22.67,384,"05",431,"12"
"2011","02901",8,"Castilla - La Mancha",2,"Albacete","Pozo Cañada",348.33,28.5,68,68.75,21.25,110.25,51.58,23.75,25.83,76.42,191.42,30.92,307,"08",379,"01"
"2011","03001",10,"Comunitat Valenciana",3,"Alicante/Alacant","Adsubia",21.17,1.83,3.42,4.33,1.58,6.58,3.42,1,1.17,4,14.08,0.92,13,"01",32,"11"
"2011","03002",10,"Comunitat Valenciana",3,"Alicante/Alacant","Agost",493.17,31.75,143.92,99.17,25.67,128.33,64.33,65.75,87.33,101.75,185.5,52.83,468,"01",524,"06"
"2011","03003",10,"Comunitat Valenciana",3,"Alicante/Alacant","Agres",47.75,4.25,7.17,11.5,1.5,14.42,8.92,4.5,7,4.17,28.42,3.67,38,"07",55,"01"
"2011","03004",10,"Comunitat Valenciana",3,"Alicante/Alacant","Aigües",64.83,2.75,13.83,15.83,1.33,20.75,10.33,0.67,4.5,10.33,47,2.33,60,"09",71,"12"
"2011","03005",10,"Comunitat Valenciana",3,"Alicante/Alacant","Albatera",1344.08,80.17,328.83,232.5,86.42,370.58,245.58,95.58,302.42,262.25,562.42,121.42,1285,"06",1374,"03"
"2011","03006",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcalalí",61.25,3,18.5,17.17,1.5,9.5,11.58,0.67,6.08,13.83,37.83,2.83,47,"01",79,"12"
"2011","03007",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcocer de Planes",13.25,0.92,3,1.67,0.33,3.33,4,0,3.5,1.42,8.33,0,10,"06",17,"12"
